,team,season,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst,penalitiesFor,penalitiesAgainst,confFinal
28,BOS,2018,Team Level,4on5,82,0.13,0.16,0.17,22219.0,64.95,5.77,2.88,8.57,1.94,17.43,55.41,5.75,5.77,5.75,78.0,14.0,15.0,107.0,6.0,1.0,0.0,8.0,3.0,10.0,64.0,72.0,86.0,,28.0,182.0,80.0,39.0,43.0,68.0,17.0,7.0,1.53,2.2,2.04,2.0,4.0,0.0,107.0,92.0,92.0,33.0,0.68,0.31,0.31,6.14,6.14,6.11,320.16,37.72,27.86,67.12,10.74,198.5,106.05,35.15,37.72,35.15,324.0,124.0,116.0,564.0,46.0,25.0,8.0,76.0,6.0,147.0,148.0,278.0,402.0,,55.0,205.0,43.0,33.0,82.0,330.0,72.0,46.0,8.01,8.26,21.45,11.0,10.0,25.0,564.0,448.0,448.0,12.0,7.17,7.19,6.99,37.9,37.9,36.71,14.0,25.0,yes
29,BOS,2018,Team Level,5on4,82,0.8,0.82,0.79,21229.0,331.41,40.78,28.52,66.59,11.14,212.25,113.72,38.97,40.78,38.97,323.0,150.0,127.0,600.0,58.0,19.0,7.0,62.0,8.0,186.0,140.0,265.0,415.0,,36.0,227.0,23.0,17.0,82.0,324.0,114.0,35.0,8.24,14.09,18.44,14.0,22.0,22.0,600.0,473.0,473.0,6.0,7.41,4.25,5.15,43.03,43.03,41.39,85.16,10.35,4.41,10.73,2.6,22.06,75.84,9.97,10.35,9.97,110.0,16.0,8.0,134.0,14.0,7.0,3.0,11.0,2.0,20.0,72.0,96.0,112.0,,40.0,166.0,68.0,90.0,45.0,75.0,37.0,14.0,1.49,5.04,3.81,4.0,5.0,5.0,134.0,126.0,126.0,35.0,1.0,1.78,1.78,9.57,9.57,9.54,19.0,19.0,yes
30,SJS,2018,Team Level,other,82,0.45,0.48,0.49,13595.0,128.43,23.44,9.2,23.77,4.29,71.12,47.23,22.85,23.44,22.85,136.0,44.0,44.0,224.0,35.0,8.0,0.0,16.0,2.0,61.0,58.0,101.0,145.0,,23.0,105.0,23.0,36.0,23.0,109.0,42.0,29.0,3.94,5.06,14.44,12.0,6.0,17.0,224.0,180.0,180.0,11.0,2.56,1.93,1.93,24.0,24.0,23.42,133.25,28.31,9.38,24.03,4.38,71.79,48.1,26.2,28.31,26.2,134.0,52.0,59.0,245.0,27.0,17.0,2.0,22.0,4.0,63.0,53.0,107.0,159.0,,29.0,133.0,38.0,35.0,24.0,99.0,50.0,37.0,3.67,6.33,18.32,6.0,8.0,13.0,245.0,186.0,186.0,13.0,2.75,5.14,5.14,25.92,25.92,24.6,6.0,9.0,yes
31,SJS,2018,Team Level,all,82,0.53,0.54,0.54,297728.0,2665.26,251.44,187.57,618.85,89.72,1520.14,1143.4,241.76,253.52,243.8,2706.0,1107.0,1326.0,5139.0,289.0,243.0,53.0,623.0,81.0,1194.0,1383.0,2417.0,3524.0,,626.0,2376.0,1571.0,744.0,834.0,2838.0,716.0,259.0,76.96,85.6,88.88,92.0,103.0,94.0,5189.76,3813.0,3850.21,456.0,41.15,53.5,53.77,238.69,240.63,236.21,2302.76,223.63,161.46,515.82,75.09,1269.64,988.36,215.44,223.2,214.99,2322.0,912.0,1076.0,4310.0,258.0,203.0,44.0,461.0,79.0,978.0,1255.0,2064.0,2976.0,,624.0,2346.0,1845.0,756.0,798.0,2353.0,667.0,214.0,66.56,81.89,75.19,85.0,102.0,71.0,4290.91,3234.0,3221.99,437.0,35.67,45.62,45.67,213.63,212.97,208.97,274.0,285.0,yes
32,SJS,2018,Team Level,5on5,82,0.54,0.55,0.55,240062.0,2115.89,178.24,143.41,510.53,71.36,1204.81,913.72,171.06,180.32,173.09,2130.0,893.0,1118.0,4141.0,197.0,202.0,43.0,520.0,66.0,911.0,1127.0,1933.0,2826.0,,563.0,1876.0,1471.0,605.0,711.0,2273.0,585.0,165.0,63.48,69.59,45.17,71.0,84.0,42.0,4191.76,3023.0,3060.21,401.0,29.55,41.96,42.23,165.5,167.45,164.92,1795.6,151.16,120.16,419.54,58.21,990.22,772.71,146.88,150.74,146.44,1792.0,720.0,888.0,3400.0,186.0,136.0,29.0,378.0,68.0,739.0,1005.0,1606.0,2326.0,,546.0,1824.0,1716.0,626.0,663.0,1884.0,506.0,122.0,54.27,62.6,34.3,73.0,79.0,34.0,3380.91,2512.0,2499.99,384.0,24.86,27.49,27.55,148.47,147.8,146.07,249.0,252.0,yes
33,SJS,2018,Team Level,4on5,82,0.15,0.17,0.18,21952.0,63.67,6.89,3.01,7.33,1.85,15.34,63.58,6.69,6.89,6.69,78.0,20.0,13.0,111.0,7.0,2.0,0.0,7.0,0.0,16.0,66.0,71.0,91.0,,8.0,179.0,58.0,75.0,42.0,67.0,21.0,10.0,1.27,2.72,2.88,2.0,5.0,0.0,111.0,98.0,98.0,37.0,0.69,0.84,0.84,6.73,6.73,6.68,308.62,38.06,28.74,64.2,10.61,190.74,102.65,36.31,38.06,36.31,305.0,130.0,114.0,549.0,40.0,45.0,13.0,55.0,7.0,152.0,136.0,265.0,395.0,,31.0,200.0,28.0,31.0,71.0,299.0,88.0,48.0,7.32,9.96,20.77,6.0,12.0,22.0,549.0,435.0,435.0,2.0,7.33,12.38,12.38,33.01,33.01,32.08,4.0,15.0,yes
34,SJS,2018,Team Level,5on4,82,0.88,0.85,0.84,22119.0,357.28,42.87,31.95,77.22,12.21,228.87,118.88,41.16,42.87,41.16,362.0,150.0,151.0,663.0,50.0,31.0,10.0,80.0,13.0,206.0,132.0,312.0,462.0,,32.0,216.0,19.0,28.0,58.0,389.0,68.0,55.0,8.27,8.21,26.38,7.0,8.0,35.0,663.0,512.0,512.0,7.0,8.35,8.76,8.76,42.46,42.46,41.18,65.28,6.1,3.17,8.06,1.9,16.88,64.89,6.05,6.1,6.05,91.0,10.0,15.0,116.0,5.0,5.0,0.0,6.0,0.0,24.0,61.0,86.0,96.0,,18.0,189.0,63.0,64.0,40.0,71.0,23.0,7.0,1.31,2.99,1.8,0.0,3.0,2.0,116.0,101.0,101.0,38.0,0.74,0.6,0.6,6.23,6.23,6.21,15.0,9.0,yes
35,CAR,2018,Team Level,other,82,0.62,0.59,0.58,11712.0,184.71,39.84,12.8,33.02,6.26,101.13,64.95,37.96,39.84,37.96,180.0,78.0,70.0,328.0,36.0,17.0,2.0,30.0,7.0,86.0,82.0,144.0,222.0,,16.0,126.0,43.0,40.0,22.0,140.0,62.0,56.0,4.75,7.78,27.3,6.0,7.0,23.0,328.0,258.0,258.0,9.0,3.66,4.49,4.49,39.02,39.02,37.68,130.85,24.64,9.18,23.42,4.34,72.46,49.03,23.48,24.64,23.48,129.0,55.0,48.0,232.0,24.0,6.0,0.0,12.0,4.0,67.0,71.0,105.0,160.0,,22.0,141.0,41.0,37.0,32.0,104.0,49.0,31.0,4.24,5.86,14.54,2.0,9.0,13.0,232.0,184.0,184.0,16.0,2.61,1.81,1.81,25.38,25.38,24.5,8.0,11.0,yes
36,CAR,2018,Team Level,all,82,0.56,0.55,0.55,297475.0,2895.1,286.82,195.7,674.89,96.72,1576.4,1205.46,274.67,287.19,275.03,2823.0,1213.0,1311.0,5347.0,243.0,289.0,37.0,655.0,100.0,1361.0,1388.0,2580.0,3793.0,,579.0,2435.0,2072.0,888.0,910.0,2910.0,840.0,286.0,85.14,103.48,98.19,82.0,83.0,78.0,5369.1,4036.0,4055.64,430.0,43.1,54.85,54.85,275.08,275.46,268.71,2372.79,225.56,157.27,538.82,77.79,1277.96,1030.74,218.02,225.58,218.05,2341.0,969.0,1043.0,4353.0,221.0,176.0,27.0,484.0,76.0,1064.0,1289.0,2120.0,3089.0,,598.0,2533.0,1979.0,700.0,944.0,2449.0,654.0,207.0,72.7,80.24,72.63,56.0,97.0,68.0,4332.93,3310.0,3292.89,512.0,34.57,37.23,37.71,222.28,222.02,217.73,278.0,280.0,yes
37,CAR,2018,Team Level,5on5,82,0.55,0.55,0.55,240904.0,2313.05,196.24,150.58,561.41,77.21,1256.79,974.77,188.63,196.61,188.98,2233.0,984.0,1057.0,4274.0,162.0,226.0,27.0,538.0,77.0,1066.0,1148.0,2071.0,3055.0,,513.0,1917.0,1912.0,731.0,755.0,2380.0,672.0,165.0,70.18,82.62,43.44,69.0,65.0,28.0,4296.1,3217.0,3236.64,367.0,31.17,40.25,41.17,186.24,186.61,183.18,1911.8,158.41,121.64,452.03,62.41,1027.86,832.72,154.43,158.43,154.47,1866.0,790.0,870.0,3526.0,148.0,140.0,18.0,413.0,63.0,864.0,1028.0,1718.0,2508.0,,516.0,1955.0,1811.0,568.0,781.0,2008.0,523.0,125.0,60.5,64.16,33.75,48.0,73.0,27.0,3505.93,2656.0,2638.89,452.0,25.19,26.93,27.95,155.58,155.33,153.11,245.0,240.0,yes
38,CAR,2018,Team Level,4on5,82,0.15,0.18,0.2,22381.0,61.05,6.62,3.15,7.79,1.84,16.92,57.68,6.44,6.62,6.44,77.0,17.0,12.0,106.0,5.0,4.0,2.0,8.0,2.0,23.0,52.0,72.0,89.0,,14.0,170.0,74.0,76.0,45.0,62.0,23.0,9.0,1.3,2.96,2.36,1.0,2.0,2.0,106.0,94.0,94.0,41.0,0.72,0.73,0.73,6.61,6.61,6.58,272.13,36.33,23.94,56.33,9.09,162.79,90.53,34.11,36.33,34.11,268.0,111.0,119.0,498.0,42.0,29.0,8.0,52.0,7.0,119.0,130.0,226.0,337.0,,30.0,226.0,36.0,24.0,87.0,270.0,68.0,41.0,6.55,8.37,21.4,5.0,12.0,25.0,498.0,379.0,379.0,6.0,6.19,7.94,7.4,35.11,35.11,33.92,7.0,15.0,yes
39,CAR,2018,Team Level,5on4,82,0.88,0.87,0.84,22478.0,336.29,44.11,29.18,72.67,11.42,201.56,108.05,41.66,44.11,41.66,333.0,134.0,172.0,639.0,40.0,42.0,6.0,79.0,14.0,186.0,106.0,293.0,427.0,,36.0,222.0,43.0,41.0,88.0,328.0,83.0,56.0,8.91,10.11,25.09,6.0,9.0,25.0,639.0,467.0,467.0,13.0,7.55,9.37,8.45,43.22,43.22,41.26,57.99,6.18,2.52,7.05,1.95,14.85,58.45,6.0,6.18,6.0,78.0,13.0,6.0,97.0,7.0,1.0,1.0,7.0,2.0,14.0,60.0,71.0,84.0,,30.0,211.0,91.0,71.0,44.0,67.0,14.0,10.0,1.41,1.84,2.93,1.0,3.0,3.0,97.0,91.0,91.0,38.0,0.58,0.55,0.55,6.2,6.2,6.2,18.0,14.0,yes
40,TBL,2019,Team Level,other,70,0.53,0.49,0.47,12152.0,111.43,24.31,7.7,19.28,3.57,62.88,41.45,23.74,24.31,23.74,114.0,48.0,65.0,227.0,27.0,5.0,2.0,15.0,3.0,52.0,60.0,87.0,135.0,5.0,10.0,130.0,37.0,24.0,23.0,100.0,31.0,31.0,4.15,3.83,16.34,4.0,9.0,14.0,227.0,162.0,162.0,15.0,2.17,1.37,1.84,24.46,24.46,23.97,125.9,21.86,9.02,22.9,4.16,70.62,48.63,21.33,21.86,21.33,132.0,48.0,58.0,238.0,22.0,4.0,2.0,25.0,4.0,62.0,63.0,110.0,158.0,8.0,14.0,103.0,33.0,21.0,18.0,108.0,49.0,23.0,3.66,5.8,12.4,3.0,7.0,12.0,238.0,180.0,180.0,6.0,2.49,1.06,1.06,23.09,23.09,22.55,,,yes
41,TBL,2019,Team Level,all,70,0.52,0.51,0.51,254589.0,2129.3,211.72,152.99,489.97,69.91,1208.24,864.56,203.22,214.15,205.42,2154.0,849.0,969.0,3972.0,238.0,192.0,40.0,468.0,89.0,956.0,1060.0,1916.0,2765.0,271.0,597.0,2013.0,1666.0,511.0,505.0,2176.0,619.0,208.0,66.45,74.73,70.54,73.0,96.0,69.0,4042.51,3003.0,3045.24,274.0,33.75,38.94,39.52,205.55,207.48,203.16,2061.06,194.6,144.4,469.93,67.3,1157.96,846.07,188.28,193.8,187.52,2140.0,744.0,891.0,3775.0,192.0,142.0,27.0,464.0,99.0,865.0,1122.0,1948.0,2692.0,265.0,588.0,1972.0,1524.0,514.0,550.0,2141.0,566.0,177.0,62.81,68.45,63.34,68.0,63.0,61.0,3726.94,2884.0,2858.45,316.0,31.85,27.92,28.3,197.9,197.17,193.4,,,yes
42,TBL,2019,Team Level,5on5,70,0.54,0.52,0.52,201570.0,1646.71,146.11,114.26,395.8,54.21,929.84,677.91,140.58,148.55,142.79,1656.0,664.0,779.0,3099.0,159.0,151.0,31.0,372.0,73.0,735.0,830.0,1497.0,2161.0,251.0,551.0,1506.0,1515.0,416.0,402.0,1702.0,487.0,131.0,51.95,58.55,35.61,55.0,72.0,32.0,3169.51,2320.0,2362.23,232.0,23.59,29.71,29.82,139.76,141.68,139.31,1556.06,124.43,103.72,375.48,50.81,875.43,647.12,120.69,123.63,119.92,1620.0,557.0,658.0,2835.0,121.0,105.0,20.0,383.0,83.0,623.0,862.0,1499.0,2056.0,220.0,489.0,1516.0,1415.0,415.0,444.0,1688.0,392.0,97.0,49.69,47.48,27.25,55.0,42.0,24.0,2786.94,2177.0,2151.45,281.0,21.32,19.23,20.14,125.61,124.89,123.04,,,yes
43,TBL,2019,Team Level,4on5,70,0.13,0.14,0.17,21317.0,61.07,6.22,3.36,8.31,1.84,20.06,43.28,6.16,6.22,6.16,71.0,13.0,9.0,93.0,6.0,2.0,0.0,7.0,0.0,13.0,56.0,65.0,78.0,8.0,22.0,162.0,81.0,52.0,21.0,54.0,23.0,7.0,1.48,3.09,1.65,1.0,4.0,1.0,93.0,84.0,84.0,20.0,0.77,0.36,0.36,6.57,6.57,6.55,303.4,40.93,27.66,61.3,10.18,187.51,95.5,39.06,40.93,39.06,303.0,121.0,158.0,582.0,43.0,30.0,5.0,52.0,10.0,160.0,129.0,260.0,381.0,28.0,65.0,215.0,22.0,19.0,58.0,274.0,102.0,48.0,7.39,12.38,21.16,9.0,10.0,24.0,582.0,424.0,424.0,4.0,7.12,7.11,6.57,41.42,41.42,40.09,,,yes
44,TBL,2019,Team Level,5on4,70,0.83,0.82,0.81,19550.0,310.09,35.06,27.68,66.58,10.3,195.46,101.92,32.73,35.06,32.73,313.0,124.0,116.0,553.0,46.0,34.0,7.0,74.0,13.0,156.0,114.0,267.0,391.0,7.0,14.0,215.0,33.0,19.0,59.0,320.0,78.0,39.0,8.85,9.25,16.95,13.0,11.0,22.0,553.0,437.0,437.0,7.0,7.23,7.5,7.51,34.77,34.77,33.33,75.69,7.38,4.0,10.25,2.14,24.39,54.83,7.2,7.38,7.2,85.0,18.0,17.0,120.0,6.0,3.0,0.0,4.0,2.0,20.0,68.0,79.0,97.0,9.0,20.0,138.0,54.0,59.0,30.0,71.0,23.0,9.0,2.06,2.79,2.54,1.0,4.0,1.0,120.0,103.0,103.0,25.0,0.92,0.53,0.53,7.78,7.78,7.71,,,yes
45,DAL,2019,Team Level,other,69,0.49,0.48,0.47,9881.0,133.32,25.62,9.19,25.25,4.54,72.72,50.79,23.94,25.62,23.94,137.0,53.0,58.0,248.0,25.0,9.0,3.0,27.0,11.0,57.0,61.0,112.0,165.0,7.0,23.0,138.0,26.0,30.0,34.0,113.0,41.0,36.0,4.31,4.75,16.57,4.0,7.0,14.0,248.0,190.0,190.0,19.0,2.59,2.69,2.36,25.72,25.72,24.27,149.53,26.64,11.16,28.25,5.09,86.56,52.49,25.09,26.64,25.09,155.0,58.0,52.0,265.0,21.0,11.0,2.0,26.0,9.0,80.0,66.0,134.0,192.0,9.0,24.0,138.0,32.0,24.0,19.0,126.0,52.0,35.0,4.7,6.41,15.52,4.0,4.0,13.0,265.0,213.0,213.0,10.0,3.28,3.26,2.69,27.03,27.03,25.64,,,yes
46,DAL,2019,Team Level,all,69,0.52,0.49,0.49,251736.0,2057.05,197.19,141.14,473.83,69.25,1156.07,839.73,189.96,197.29,190.03,2112.0,768.0,1029.0,3909.0,178.0,166.0,29.0,459.0,79.0,909.0,1089.0,1934.0,2702.0,239.0,510.0,2068.0,1538.0,534.0,825.0,2138.0,539.0,203.0,62.36,64.64,70.18,50.0,67.0,61.0,3894.22,2880.0,2871.44,468.0,31.2,36.98,37.06,191.13,190.89,186.41,2107.78,182.44,142.63,490.14,69.35,1211.55,875.08,174.47,183.29,175.25,2174.0,800.0,1029.0,4003.0,174.0,139.0,28.0,449.0,62.0,1020.0,1130.0,2000.0,2800.0,224.0,466.0,1925.0,1320.0,422.0,774.0,2295.0,517.0,162.0,62.34,62.69,57.42,58.0,61.0,55.0,4016.9,2974.0,2986.3,449.0,31.59,29.21,29.21,184.63,185.17,180.46,,,yes
47,DAL,2019,Team Level,5on5,69,0.53,0.49,0.49,202670.0,1586.97,133.23,103.97,380.53,53.2,882.26,658.86,129.24,133.33,129.31,1627.0,586.0,803.0,3016.0,110.0,133.0,20.0,378.0,52.0,673.0,867.0,1517.0,2103.0,202.0,429.0,1563.0,1426.0,436.0,683.0,1674.0,417.0,122.0,48.14,50.55,34.54,38.0,48.0,24.0,3001.22,2213.0,2204.44,406.0,21.5,27.33,27.64,127.03,126.78,124.94,1608.41,118.55,102.68,391.57,52.84,915.47,685.9,114.79,119.39,115.55,1645.0,622.0,810.0,3077.0,111.0,105.0,17.0,375.0,43.0,759.0,874.0,1534.0,2156.0,194.0,400.0,1447.0,1215.0,342.0,668.0,1800.0,379.0,88.0,48.23,45.71,24.6,43.0,46.0,22.0,3090.9,2267.0,2279.3,392.0,21.05,20.17,20.17,119.43,119.98,118.31,,,yes
48,DAL,2019,Team Level,4on5,69,0.09,0.11,0.13,20365.0,44.69,3.51,2.4,7.15,1.65,15.65,32.63,3.4,3.51,3.4,50.0,13.0,11.0,74.0,4.0,1.0,0.0,3.0,0.0,10.0,45.0,46.0,59.0,11.0,22.0,165.0,63.0,54.0,44.0,51.0,7.0,5.0,1.43,0.78,1.3,2.0,2.0,0.0,74.0,63.0,63.0,37.0,0.54,0.26,0.26,3.8,3.8,3.77,300.98,34.27,26.71,62.99,9.89,193.52,98.61,31.63,34.27,31.63,315.0,111.0,160.0,586.0,41.0,23.0,9.0,47.0,9.0,167.0,139.0,274.0,385.0,15.0,30.0,194.0,24.0,17.0,43.0,311.0,78.0,37.0,7.93,9.62,16.72,10.0,11.0,20.0,586.0,426.0,426.0,7.0,6.75,5.78,6.35,34.67,34.67,33.04,,,yes
49,DAL,2019,Team Level,5on4,69,0.92,0.88,0.86,18820.0,292.06,34.82,25.58,60.89,9.84,185.43,97.45,33.37,34.82,33.37,298.0,116.0,157.0,571.0,39.0,23.0,6.0,51.0,16.0,169.0,116.0,259.0,375.0,19.0,36.0,202.0,23.0,14.0,64.0,300.0,74.0,40.0,8.48,8.56,17.78,6.0,10.0,23.0,571.0,414.0,414.0,6.0,6.56,6.7,6.8,34.59,34.59,33.43,48.86,2.99,2.08,7.33,1.54,15.98,38.08,2.98,2.99,2.98,59.0,9.0,7.0,75.0,1.0,0.0,0.0,1.0,1.0,14.0,51.0,58.0,67.0,6.0,12.0,146.0,49.0,39.0,44.0,58.0,8.0,2.0,1.47,0.95,0.57,1.0,0.0,0.0,75.0,68.0,68.0,40.0,0.49,0.0,0.0,3.49,3.49,3.47,,,yes
50,NYI,2019,Team Level,other,68,0.47,0.48,0.51,9456.0,118.32,20.35,8.67,21.84,4.06,64.56,41.59,19.67,20.35,19.67,123.0,39.0,40.0,202.0,27.0,8.0,3.0,17.0,3.0,58.0,49.0,96.0,135.0,8.0,16.0,103.0,35.0,20.0,28.0,90.0,49.0,23.0,3.17,6.5,10.69,6.0,10.0,11.0,202.0,162.0,162.0,14.0,2.5,2.16,2.16,20.63,20.63,20.22,111.0,22.56,7.65,19.65,3.83,60.81,38.57,21.2,22.56,21.2,112.0,42.0,63.0,217.0,24.0,5.0,1.0,18.0,5.0,49.0,53.0,88.0,130.0,10.0,18.0,95.0,31.0,31.0,32.0,92.0,32.0,30.0,3.54,3.79,15.22,6.0,5.0,13.0,217.0,154.0,154.0,14.0,2.17,1.49,1.49,23.17,23.17,21.77,,,yes
51,NYI,2019,Team Level,all,68,0.49,0.47,0.47,248759.0,1928.54,178.83,135.17,438.21,65.17,1092.78,795.97,174.19,179.44,174.77,2012.0,696.0,962.0,3670.0,189.0,121.0,21.0,435.0,76.0,868.0,1019.0,1823.0,2519.0,205.0,469.0,1801.0,1915.0,486.0,947.0,2018.0,520.0,170.0,55.88,64.14,58.8,67.0,60.0,62.0,3670.9,2708.0,2715.95,504.0,29.65,27.74,27.79,180.54,181.03,178.17,2136.69,185.7,142.89,498.02,72.49,1220.45,893.58,178.26,185.62,178.2,2121.0,894.0,1154.0,4169.0,190.0,146.0,22.0,455.0,85.0,959.0,1180.0,1931.0,2825.0,203.0,453.0,1813.0,1492.0,497.0,918.0,2341.0,504.0,170.0,63.15,60.37,62.18,70.0,61.0,59.0,4175.31,3015.0,3016.38,533.0,30.91,30.93,30.93,185.55,185.64,180.62,,,yes
52,NYI,2019,Team Level,5on5,68,0.5,0.46,0.47,206966.0,1546.22,128.08,103.57,364.32,52.17,875.96,652.9,125.02,128.69,125.61,1599.0,578.0,788.0,2965.0,130.0,95.0,15.0,369.0,62.0,670.0,851.0,1469.0,2047.0,176.0,409.0,1412.0,1804.0,418.0,800.0,1647.0,416.0,114.0,45.66,50.54,31.87,53.0,46.0,31.0,2965.9,2177.0,2184.95,438.0,21.35,22.16,22.48,126.94,127.42,125.73,1760.78,130.11,113.01,426.06,59.72,1003.81,754.36,126.57,130.02,126.52,1738.0,750.0,930.0,3418.0,135.0,120.0,18.0,385.0,72.0,774.0,1002.0,1603.0,2353.0,176.0,401.0,1440.0,1389.0,416.0,788.0,1989.0,398.0,101.0,52.91,48.02,29.18,58.0,47.0,30.0,3424.31,2488.0,2489.38,473.0,23.09,23.5,23.5,129.63,129.72,127.71,,,yes
53,NYI,2019,Team Level,4on5,68,0.14,0.11,0.14,16396.0,41.31,4.7,2.24,6.0,1.48,12.35,28.23,4.63,4.7,4.63,48.0,7.0,5.0,60.0,6.0,2.0,0.0,6.0,0.0,13.0,28.0,42.0,49.0,9.0,18.0,123.0,53.0,29.0,45.0,36.0,13.0,6.0,0.97,1.85,1.88,3.0,0.0,3.0,60.0,55.0,55.0,44.0,0.51,0.66,0.66,4.55,4.55,4.53,228.28,29.07,20.48,47.13,7.88,144.95,75.49,26.61,29.07,26.61,231.0,94.0,150.0,475.0,27.0,20.0,3.0,49.0,8.0,130.0,91.0,204.0,298.0,6.0,12.0,159.0,13.0,7.0,54.0,231.0,59.0,35.0,5.9,6.72,16.46,5.0,7.0,15.0,475.0,325.0,325.0,3.0,5.23,5.58,5.58,28.72,28.72,27.14,,,yes
54,NYI,2019,Team Level,5on4,68,0.87,0.88,0.87,15941.0,222.68,25.71,20.69,46.06,7.46,139.9,73.25,24.86,25.71,24.86,242.0,72.0,129.0,443.0,26.0,16.0,3.0,43.0,11.0,127.0,91.0,216.0,288.0,12.0,26.0,163.0,23.0,19.0,74.0,245.0,42.0,27.0,6.08,5.25,14.37,5.0,4.0,17.0,443.0,314.0,314.0,8.0,5.28,2.76,2.49,28.43,28.43,27.68,36.62,3.97,1.76,5.18,1.06,10.87,25.17,3.87,3.97,3.87,40.0,8.0,11.0,59.0,4.0,1.0,0.0,3.0,0.0,6.0,34.0,36.0,44.0,11.0,22.0,119.0,59.0,43.0,44.0,29.0,15.0,4.0,0.8,1.85,1.32,1.0,2.0,1.0,59.0,48.0,48.0,43.0,0.41,0.35,0.35,4.03,4.03,4.0,,,yes
55,VGK,2019,Team Level,other,71,0.44,0.49,0.48,10227.0,117.73,20.94,8.41,22.62,3.97,63.65,42.53,19.59,20.94,19.59,124.0,40.0,50.0,214.0,25.0,11.0,1.0,22.0,6.0,56.0,44.0,99.0,139.0,6.0,12.0,93.0,49.0,33.0,19.0,101.0,34.0,29.0,4.1,4.22,12.62,4.0,8.0,13.0,214.0,164.0,164.0,3.0,2.43,3.7,3.7,19.54,19.54,18.68,123.92,26.88,8.96,22.43,4.31,64.92,44.7,24.04,26.88,24.04,110.0,65.0,52.0,227.0,16.0,13.0,3.0,14.0,8.0,69.0,55.0,94.0,159.0,7.0,12.0,119.0,38.0,20.0,35.0,84.0,54.0,37.0,3.36,6.66,16.86,0.0,8.0,8.0,227.0,175.0,175.0,21.0,2.58,3.58,3.35,25.92,25.92,23.44,,,yes
56,VGK,2019,Team Level,all,71,0.53,0.54,0.54,258829.0,2428.96,222.85,170.38,564.28,79.74,1352.09,982.98,213.76,222.74,213.72,2448.0,929.0,1069.0,4446.0,224.0,203.0,32.0,573.0,67.0,1124.0,1187.0,2224.0,3153.0,240.0,512.0,2104.0,1905.0,683.0,606.0,2495.0,673.0,209.0,74.89,80.91,67.05,78.0,80.0,66.0,4460.28,3377.0,3383.73,272.0,37.42,43.52,43.6,216.35,216.45,211.53,2038.84,200.55,143.3,467.99,67.68,1138.22,817.71,189.98,201.19,190.62,2079.0,763.0,952.0,3794.0,209.0,190.0,40.0,381.0,69.0,934.0,1059.0,1870.0,2633.0,219.0,466.0,2100.0,1873.0,581.0,661.0,2107.0,516.0,219.0,60.35,63.46,76.75,70.0,67.0,72.0,3802.48,2842.0,2848.71,381.0,31.76,43.32,43.63,188.22,188.8,183.45,,,yes
