team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
OTT,2023,OTT,OTT,Team Level,all,15,0.51,0.5,0.52,54598.0,497.43,44.5,33.12,121.34,16.86,264.88,197.3,42.41,44.28,42.2,494.0,184.0,231.0,909.0,56.0,51.0,4.0,37.0,3.0,278.0,253.0,438.0,622.0,73.0,163.0,468.0,256.0,87.0,164.0,511.0,118.0,49.0,14.2,14.57,15.73,25.0,21.0,10.0,905.18,678.0,674.31,95.0,7.52,9.81,10.21,41.81,41.58,40.52,459.86,43.61,30.5,112.46,15.72,243.02,184.68,41.24,44.23,41.84,450.0,180.0,269.0,899.0,49.0,53.0,5.0,38.0,6.0,253.0,231.0,401.0,581.0,82.0,185.0,414.0,321.0,75.0,132.0,478.0,105.0,47.0,12.44,13.61,17.57,18.0,19.0,12.0,907.69,630.0,636.58,70.0,6.8,11.01,11.01,39.4,39.98,38.5
OTT,2023,OTT,OTT,Team Level,5on5,15,0.45,0.48,0.49,42103.0,357.3,25.84,21.08,91.49,12.02,187.68,148.89,24.93,25.62,24.73,352.0,135.0,174.0,661.0,39.0,33.0,2.0,31.0,1.0,196.0,187.0,313.0,448.0,64.0,145.0,332.0,235.0,71.0,139.0,384.0,80.0,23.0,9.57,9.95,6.31,20.0,16.0,3.0,657.18,487.0,483.31,90.0,4.35,5.91,6.42,23.77,23.54,23.17,370.73,31.0,23.67,94.12,12.71,193.67,150.84,29.66,31.61,30.26,363.0,143.0,219.0,725.0,36.0,42.0,2.0,28.0,6.0,204.0,190.0,327.0,470.0,71.0,163.0,316.0,289.0,60.0,108.0,385.0,91.0,30.0,10.65,11.94,8.4,18.0,16.0,2.0,733.69,506.0,512.58,62.0,4.91,8.35,8.35,27.56,28.14,27.69
OTT,2023,OTT,OTT,Team Level,4on5,15,0.1,0.14,0.18,4683.0,13.69,0.96,0.74,2.45,0.57,5.25,10.02,0.96,0.96,0.96,18.0,2.0,1.0,21.0,1.0,0.0,0.0,2.0,0.0,2.0,15.0,17.0,19.0,1.0,2.0,45.0,9.0,11.0,5.0,17.0,3.0,0.0,0.5,0.47,0.0,0.0,1.0,0.0,21.0,20.0,20.0,4.0,0.16,0.0,0.0,1.13,1.13,1.13,64.81,8.91,5.66,14.33,2.26,39.39,20.45,7.89,8.91,7.89,60.0,31.0,39.0,130.0,10.0,10.0,2.0,4.0,0.0,43.0,24.0,50.0,81.0,4.0,8.0,41.0,7.0,1.0,16.0,71.0,8.0,12.0,1.24,0.98,6.68,0.0,2.0,8.0,130.0,91.0,91.0,1.0,1.54,1.75,1.75,8.7,8.7,7.67
OTT,2023,OTT,OTT,Team Level,5on4,15,0.96,0.92,0.92,6088.0,98.47,12.48,9.09,21.38,3.12,59.15,29.77,11.8,12.48,11.8,95.0,40.0,50.0,185.0,11.0,13.0,1.0,2.0,1.0,68.0,40.0,84.0,124.0,6.0,12.0,65.0,8.0,3.0,16.0,92.0,27.0,16.0,3.33,3.3,5.86,4.0,3.0,4.0,185.0,135.0,135.0,0.0,2.27,2.42,2.94,11.81,11.81,11.4,9.34,0.47,0.32,1.35,0.26,2.87,6.73,0.47,0.47,0.47,11.0,1.0,5.0,17.0,1.0,0.0,0.0,0.0,0.0,3.0,8.0,10.0,11.0,3.0,6.0,35.0,20.0,13.0,7.0,10.0,1.0,1.0,0.14,0.11,0.22,0.0,1.0,0.0,17.0,12.0,12.0,7.0,0.07,0.0,0.0,0.54,0.54,0.54
NJD,2023,NJD,NJD,Team Level,other,16,0.46,0.53,0.51,3090.0,41.36,10.86,3.21,7.15,1.47,21.37,10.94,9.49,10.86,9.49,39.0,16.0,19.0,74.0,12.0,6.0,0.0,2.0,1.0,24.0,10.0,27.0,43.0,2.0,4.0,37.0,7.0,4.0,7.0,22.0,16.0,17.0,1.07,2.04,7.74,4.0,3.0,5.0,74.0,55.0,55.0,2.0,0.91,1.48,1.48,10.28,10.28,9.39,38.16,12.81,2.52,5.92,1.15,18.61,11.99,11.82,12.81,11.82,38.0,15.0,12.0,65.0,10.0,3.0,1.0,2.0,0.0,24.0,14.0,28.0,43.0,4.0,11.0,35.0,3.0,6.0,8.0,24.0,8.0,21.0,0.9,0.98,10.93,1.0,0.0,9.0,65.0,53.0,53.0,1.0,0.72,1.44,1.44,12.09,12.09,11.2
NJD,2023,NJD,NJD,Team Level,all,16,0.51,0.54,0.52,58039.0,534.28,59.21,36.28,128.82,18.09,283.61,202.99,56.16,59.43,56.37,520.0,209.0,305.0,1034.0,59.0,58.0,9.0,22.0,4.0,310.0,276.0,461.0,670.0,63.0,132.0,484.0,283.0,107.0,128.0,527.0,128.0,74.0,15.36,16.44,27.4,17.0,19.0,23.0,1035.32,729.0,732.14,65.0,8.18,12.67,12.67,54.71,54.91,53.24,487.14,55.97,33.27,111.39,16.15,257.03,191.2,52.61,56.25,52.89,487.0,178.0,214.0,879.0,61.0,49.0,11.0,18.0,4.0,295.0,238.0,426.0,604.0,64.0,140.0,434.0,293.0,91.0,133.0,469.0,129.0,67.0,13.33,16.16,26.48,16.0,17.0,28.0,883.6,665.0,668.33,69.0,7.5,10.41,10.41,53.06,53.23,50.57
NJD,2023,NJD,NJD,Team Level,5on5,16,0.52,0.55,0.54,45628.0,415.26,35.23,27.15,107.02,14.16,222.48,162.97,33.89,35.45,34.1,400.0,169.0,242.0,811.0,27.0,44.0,7.0,18.0,2.0,249.0,229.0,373.0,542.0,55.0,116.0,358.0,262.0,94.0,109.0,438.0,91.0,40.0,12.45,11.63,11.15,9.0,11.0,7.0,812.32,569.0,572.14,58.0,5.66,8.5,8.7,32.18,32.38,31.82,362.5,32.0,23.34,88.51,12.08,189.14,146.95,30.87,32.28,31.15,365.0,127.0,164.0,656.0,39.0,40.0,9.0,14.0,4.0,211.0,184.0,326.0,453.0,56.0,121.0,322.0,269.0,75.0,113.0,361.0,97.0,34.0,10.33,12.51,9.16,13.0,14.0,12.0,660.6,492.0,495.33,65.0,4.86,7.93,7.93,28.92,29.09,28.58
NJD,2023,NJD,NJD,Team Level,4on5,16,0.06,0.12,0.15,5023.0,13.35,0.67,0.55,1.88,0.41,4.4,10.1,0.67,0.67,0.67,14.0,4.0,1.0,19.0,2.0,0.0,0.0,0.0,0.0,4.0,12.0,12.0,16.0,2.0,4.0,44.0,9.0,9.0,6.0,16.0,2.0,0.0,0.45,0.22,0.0,1.0,1.0,0.0,19.0,18.0,18.0,5.0,0.12,0.0,0.0,0.79,0.79,0.79,74.45,10.1,6.84,15.36,2.6,45.61,23.49,8.9,10.1,8.9,72.0,32.0,38.0,142.0,11.0,6.0,1.0,2.0,0.0,55.0,30.0,61.0,93.0,2.0,4.0,39.0,7.0,2.0,10.0,72.0,21.0,11.0,1.59,2.32,6.18,2.0,2.0,7.0,142.0,104.0,104.0,1.0,1.8,1.04,1.04,10.86,10.86,9.64
NJD,2023,NJD,NJD,Team Level,5on4,16,0.92,0.89,0.84,4298.0,64.31,12.45,5.37,12.77,2.06,35.36,18.98,12.12,12.45,12.12,67.0,20.0,43.0,130.0,18.0,8.0,2.0,2.0,1.0,33.0,25.0,49.0,69.0,4.0,8.0,45.0,5.0,0.0,6.0,51.0,19.0,17.0,1.39,2.56,8.51,3.0,4.0,11.0,130.0,87.0,87.0,0.0,1.48,2.69,2.48,11.45,11.45,11.24,12.03,1.06,0.57,1.6,0.33,3.68,8.77,1.02,1.06,1.02,12.0,4.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,5.0,10.0,11.0,15.0,2.0,4.0,38.0,14.0,8.0,2.0,12.0,3.0,1.0,0.5,0.34,0.21,0.0,1.0,0.0,16.0,16.0,16.0,2.0,0.13,0.0,0.0,1.19,1.19,1.15
CAR,2023,CAR,CAR,Team Level,other,17,0.42,0.54,0.49,1695.0,21.01,5.21,1.28,3.68,0.66,10.08,7.09,5.15,5.21,5.15,19.0,9.0,16.0,44.0,5.0,1.0,0.0,3.0,1.0,10.0,8.0,14.0,23.0,0.0,0.0,20.0,3.0,3.0,3.0,12.0,7.0,9.0,0.4,0.71,4.1,2.0,0.0,3.0,44.0,28.0,28.0,1.0,0.39,0.28,0.28,5.33,5.33,5.28,20.94,7.29,1.2,3.37,0.63,8.74,7.78,6.97,7.29,6.97,20.0,9.0,9.0,38.0,8.0,1.0,0.0,0.0,0.0,7.0,13.0,12.0,21.0,0.0,0.0,16.0,6.0,3.0,4.0,14.0,4.0,11.0,0.63,0.54,6.13,1.0,1.0,6.0,38.0,29.0,29.0,2.0,0.33,0.13,0.13,7.49,7.49,7.19
CAR,2023,CAR,CAR,Team Level,all,17,0.54,0.6,0.58,61954.0,619.96,57.3,39.91,157.24,21.47,337.01,248.07,53.08,57.43,53.22,580.0,281.0,368.0,1229.0,55.0,64.0,4.0,36.0,7.0,420.0,279.0,525.0,806.0,67.0,143.0,543.0,219.0,105.0,103.0,666.0,131.0,64.0,17.27,15.72,24.31,22.0,14.0,19.0,1220.97,861.0,857.93,43.0,8.89,11.69,11.69,54.5,54.56,53.19,458.84,48.47,31.26,109.25,15.25,239.86,178.91,46.52,48.48,46.53,444.0,179.0,200.0,823.0,54.0,50.0,5.0,28.0,4.0,249.0,238.0,390.0,569.0,72.0,153.0,519.0,249.0,102.0,127.0,429.0,142.0,52.0,12.59,17.66,18.22,16.0,23.0,15.0,830.88,623.0,627.28,74.0,6.94,10.04,10.04,45.37,45.41,44.54
CAR,2023,CAR,CAR,Team Level,5on5,17,0.53,0.6,0.59,48908.0,491.67,34.88,30.32,132.27,17.37,270.59,201.56,33.27,35.02,33.41,455.0,232.0,288.0,975.0,33.0,51.0,2.0,27.0,5.0,349.0,222.0,422.0,654.0,60.0,126.0,427.0,198.0,85.0,83.0,554.0,101.0,32.0,14.25,12.15,8.49,18.0,9.0,6.0,966.97,687.0,683.93,37.0,6.29,7.35,7.35,33.83,33.89,32.94,353.58,30.66,22.97,87.32,11.68,187.86,139.51,29.61,30.67,29.63,345.0,135.0,163.0,643.0,30.0,37.0,2.0,22.0,4.0,203.0,184.0,315.0,450.0,65.0,134.0,387.0,232.0,81.0,108.0,348.0,104.0,28.0,10.04,12.7,7.93,12.0,15.0,3.0,650.88,480.0,484.29,68.0,4.79,6.72,6.75,28.7,28.75,28.35
CAR,2023,CAR,CAR,Team Level,4on5,17,0.2,0.23,0.24,5464.0,20.85,2.23,1.03,3.16,0.63,6.83,14.12,2.19,2.23,2.19,22.0,6.0,7.0,35.0,4.0,1.0,1.0,1.0,0.0,4.0,18.0,18.0,24.0,3.0,9.0,46.0,11.0,10.0,4.0,18.0,7.0,3.0,0.54,0.92,0.77,1.0,3.0,0.0,35.0,28.0,28.0,4.0,0.24,0.17,0.17,2.3,2.3,2.27,67.27,8.92,6.15,15.85,2.39,37.51,20.18,8.34,8.92,8.34,60.0,31.0,26.0,117.0,12.0,11.0,2.0,6.0,0.0,34.0,28.0,48.0,79.0,6.0,17.0,57.0,2.0,7.0,12.0,52.0,27.0,12.0,1.61,3.4,3.91,3.0,4.0,5.0,117.0,91.0,91.0,1.0,1.62,2.94,2.91,7.63,7.63,7.44
CAR,2023,CAR,CAR,Team Level,5on4,17,0.9,0.88,0.84,5887.0,86.42,14.98,7.28,18.13,2.81,49.51,25.3,12.47,14.98,12.47,84.0,34.0,57.0,175.0,13.0,11.0,1.0,5.0,1.0,57.0,31.0,71.0,105.0,4.0,8.0,50.0,7.0,7.0,13.0,82.0,16.0,20.0,2.09,1.94,10.95,1.0,2.0,10.0,175.0,118.0,118.0,1.0,1.97,3.9,3.9,13.04,13.04,12.7,17.05,1.6,0.94,2.71,0.55,5.75,11.45,1.6,1.6,1.6,19.0,4.0,2.0,25.0,4.0,1.0,1.0,0.0,0.0,5.0,13.0,15.0,19.0,1.0,2.0,59.0,9.0,11.0,3.0,15.0,7.0,1.0,0.31,1.03,0.26,0.0,3.0,1.0,25.0,23.0,23.0,3.0,0.21,0.26,0.26,1.56,1.56,1.56
BUF,2023,BUF,BUF,Team Level,other,18,0.41,0.56,0.52,2234.0,31.51,5.9,2.37,5.76,1.07,18.75,10.16,5.53,5.9,5.53,34.0,10.0,20.0,64.0,5.0,2.0,0.0,0.0,0.0,25.0,12.0,29.0,39.0,0.0,0.0,19.0,3.0,0.0,5.0,30.0,6.0,8.0,1.05,0.7,4.15,0.0,1.0,4.0,64.0,44.0,44.0,2.0,0.67,0.53,0.53,6.04,6.04,5.73,29.61,8.43,2.16,5.1,1.02,14.41,8.88,7.01,8.43,7.01,23.0,17.0,10.0,50.0,5.0,6.0,1.0,1.0,2.0,13.0,13.0,18.0,35.0,0.0,0.0,33.0,2.0,5.0,4.0,16.0,9.0,15.0,0.65,1.09,6.68,0.0,1.0,4.0,50.0,40.0,40.0,3.0,0.64,2.81,2.81,6.26,6.26,5.61
BUF,2023,BUF,BUF,Team Level,all,18,0.48,0.47,0.48,64996.0,534.97,52.81,36.23,128.28,17.76,288.08,208.83,50.78,52.78,50.74,513.0,219.0,264.0,996.0,51.0,51.0,5.0,17.0,5.0,344.0,264.0,462.0,681.0,77.0,174.0,441.0,289.0,116.0,135.0,527.0,147.0,58.0,15.89,17.95,18.97,21.0,13.0,17.0,991.49,732.0,728.92,68.0,8.0,10.4,10.4,50.42,50.37,49.13,582.44,58.32,42.22,138.65,19.87,315.74,220.21,54.88,58.96,55.51,537.0,258.0,309.0,1104.0,57.0,61.0,7.0,22.0,3.0,364.0,288.0,480.0,738.0,63.0,141.0,554.0,364.0,115.0,147.0,570.0,164.0,61.0,16.6,20.73,20.99,20.0,18.0,19.0,1116.04,795.0,802.08,65.0,9.63,12.2,12.2,55.75,56.33,54.3
BUF,2023,BUF,BUF,Team Level,5on5,18,0.5,0.49,0.5,51202.0,419.42,36.11,27.26,104.82,14.05,222.94,167.81,35.17,36.07,35.13,397.0,176.0,200.0,773.0,39.0,42.0,5.0,14.0,2.0,255.0,221.0,358.0,534.0,70.0,158.0,329.0,258.0,94.0,111.0,427.0,106.0,40.0,12.38,13.1,10.63,19.0,11.0,9.0,768.49,573.0,569.92,54.0,5.66,8.08,8.37,33.4,33.36,32.91,417.96,35.69,27.88,105.16,14.39,222.34,163.54,34.39,36.33,35.02,383.0,186.0,240.0,809.0,41.0,46.0,6.0,12.0,1.0,256.0,213.0,342.0,528.0,55.0,125.0,385.0,346.0,92.0,121.0,420.0,120.0,29.0,12.28,15.33,8.08,19.0,14.0,8.0,821.04,569.0,576.08,60.0,5.8,8.18,8.18,33.3,33.88,33.21
BUF,2023,BUF,BUF,Team Level,4on5,18,0.07,0.08,0.07,6679.0,10.1,0.86,0.49,1.42,0.27,2.97,6.99,0.86,0.86,0.86,11.0,2.0,5.0,18.0,1.0,0.0,0.0,1.0,0.0,4.0,7.0,10.0,12.0,3.0,6.0,50.0,26.0,13.0,7.0,9.0,4.0,0.0,0.26,0.6,0.0,0.0,1.0,0.0,18.0,13.0,13.0,7.0,0.11,0.0,0.0,0.98,0.98,0.98,118.99,12.23,11.12,26.02,3.96,73.5,37.17,11.51,12.23,11.51,114.0,50.0,57.0,221.0,9.0,9.0,0.0,9.0,0.0,90.0,47.0,105.0,155.0,5.0,10.0,89.0,7.0,6.0,19.0,123.0,27.0,14.0,3.49,3.23,5.5,1.0,2.0,6.0,221.0,164.0,164.0,0.0,2.95,1.2,1.2,13.97,13.97,13.26
BUF,2023,BUF,BUF,Team Level,5on4,18,0.83,0.85,0.82,4881.0,73.94,9.94,6.11,16.28,2.38,43.41,23.88,9.21,9.94,9.21,71.0,31.0,39.0,141.0,6.0,7.0,0.0,2.0,3.0,60.0,24.0,65.0,96.0,4.0,10.0,43.0,2.0,9.0,12.0,61.0,31.0,10.0,2.21,3.55,4.19,2.0,0.0,4.0,141.0,102.0,102.0,5.0,1.56,1.78,1.5,10.0,10.0,9.52,15.88,1.98,1.06,2.38,0.5,5.49,10.61,1.98,1.98,1.98,17.0,5.0,2.0,24.0,2.0,0.0,0.0,0.0,0.0,5.0,15.0,15.0,20.0,3.0,6.0,47.0,9.0,12.0,3.0,11.0,8.0,3.0,0.18,1.08,0.72,0.0,1.0,1.0,24.0,22.0,22.0,2.0,0.24,0.0,0.0,2.22,2.22,2.22
CBJ,2023,CBJ,CBJ,Team Level,other,19,0.33,0.53,0.52,3187.0,46.52,5.61,3.46,9.8,1.69,27.75,16.69,5.22,5.61,5.22,42.0,23.0,36.0,101.0,7.0,3.0,0.0,4.0,1.0,28.0,22.0,35.0,58.0,0.0,0.0,40.0,3.0,6.0,3.0,44.0,17.0,4.0,1.65,1.97,1.99,3.0,2.0,2.0,101.0,65.0,65.0,0.0,1.0,0.47,0.47,6.14,6.14,5.8,42.88,11.55,3.08,6.9,1.48,22.43,13.56,10.43,11.55,10.43,37.0,22.0,31.0,90.0,13.0,6.0,3.0,2.0,0.0,25.0,13.0,24.0,46.0,0.0,0.0,35.0,10.0,8.0,4.0,26.0,17.0,16.0,1.06,2.21,8.28,1.0,4.0,8.0,90.0,59.0,59.0,3.0,0.85,2.09,2.09,10.3,10.3,9.42
CBJ,2023,CBJ,CBJ,Team Level,all,19,0.47,0.49,0.49,69370.0,635.57,58.68,43.43,155.94,22.08,349.7,250.18,55.92,58.55,55.81,585.0,295.0,374.0,1254.0,51.0,66.0,8.0,43.0,7.0,406.0,307.0,534.0,829.0,73.0,154.0,514.0,254.0,113.0,111.0,663.0,157.0,60.0,19.64,19.34,19.69,17.0,20.0,14.0,1247.53,880.0,876.05,66.0,9.71,11.75,11.75,56.64,56.53,54.82,659.58,65.28,46.26,154.35,22.76,364.62,260.72,61.9,65.89,62.5,621.0,293.0,382.0,1296.0,69.0,76.0,11.0,39.0,6.0,380.0,344.0,552.0,845.0,75.0,165.0,569.0,223.0,126.0,121.0,673.0,172.0,69.0,20.05,21.17,24.07,27.0,22.0,20.0,1309.83,914.0,923.59,64.0,10.21,15.12,15.16,60.32,60.95,58.98
CBJ,2023,CBJ,CBJ,Team Level,5on5,19,0.48,0.48,0.48,54154.0,472.29,39.08,30.78,121.13,16.39,253.53,191.09,37.69,38.95,37.58,435.0,217.0,274.0,926.0,38.0,55.0,7.0,28.0,6.0,309.0,216.0,397.0,614.0,63.0,134.0,381.0,245.0,87.0,95.0,502.0,111.0,39.0,14.61,13.83,10.64,14.0,16.0,8.0,919.53,652.0,648.05,60.0,6.37,9.08,9.2,36.25,36.15,35.47,507.06,42.85,33.7,124.74,17.42,276.26,205.02,41.16,43.46,41.76,483.0,217.0,309.0,1009.0,48.0,62.0,7.0,24.0,6.0,288.0,272.0,435.0,652.0,72.0,159.0,428.0,202.0,97.0,99.0,529.0,132.0,39.0,16.22,16.19,10.43,23.0,18.0,7.0,1022.83,700.0,709.59,51.0,6.97,10.55,10.6,39.23,39.85,39.07
CBJ,2023,CBJ,CBJ,Team Level,4on5,19,0.07,0.11,0.11,5394.0,11.49,0.71,0.51,1.82,0.37,3.97,8.62,0.71,0.71,0.71,12.0,4.0,6.0,22.0,0.0,1.0,0.0,1.0,0.0,2.0,12.0,12.0,16.0,5.0,10.0,38.0,5.0,16.0,4.0,15.0,0.0,1.0,0.39,0.0,0.32,0.0,0.0,0.0,22.0,16.0,16.0,4.0,0.12,0.12,0.0,0.83,0.83,0.83,93.59,9.05,8.5,20.24,3.34,60.76,32.11,8.54,9.05,8.54,82.0,52.0,41.0,175.0,6.0,7.0,1.0,12.0,0.0,61.0,48.0,76.0,128.0,3.0,6.0,52.0,1.0,3.0,11.0,104.0,20.0,10.0,2.42,2.39,4.24,2.0,0.0,4.0,175.0,134.0,134.0,4.0,2.16,2.2,2.2,9.0,9.0,8.71
CBJ,2023,CBJ,CBJ,Team Level,5on4,19,0.88,0.9,0.88,6635.0,105.26,13.27,8.69,23.19,3.63,64.45,33.78,12.31,13.27,12.31,96.0,51.0,58.0,205.0,6.0,7.0,1.0,10.0,0.0,67.0,57.0,90.0,141.0,5.0,10.0,55.0,1.0,4.0,9.0,102.0,29.0,16.0,2.98,3.55,6.74,0.0,2.0,4.0,205.0,147.0,147.0,2.0,2.22,2.07,2.07,13.41,13.41,12.72,16.04,1.84,0.98,2.46,0.52,5.17,10.03,1.77,1.84,1.77,19.0,2.0,1.0,22.0,2.0,1.0,0.0,1.0,0.0,6.0,11.0,17.0,19.0,0.0,0.0,54.0,10.0,18.0,7.0,14.0,3.0,4.0,0.35,0.38,1.11,1.0,0.0,1.0,22.0,21.0,21.0,6.0,0.23,0.27,0.27,1.79,1.79,1.78
